collected_at,sido,hpid,dutyName,hvidate,dutyTel3,hv10,hv11,hv17,hv26,hv28,hv29,hv30,hv31,hv36,hv41,hv42,hv43,hv5,hv7,hvamyn,hvangioayn,hvcrrtayn,hvctayn,hvec,hvecmoayn,hvgc,hvhypoayn,hvicc,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs08,hvs17,hvs19,hvs22,hvs25,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs36,hvs37,hvs38,hvs50,hvs58,hvventiayn,hvventisoayn,phpid,rnum,hv13,hv2,hv3,hv35,hv40,hv9,hvs06,hvs07,hvs14,hvs18,hvs24,hvs46,hv14,hv18,hvs47,hvs51,hv34,hvs15,hv6,hvs12,hv15,hv16,hv22,hv23,hv25,hv32,hv33,hv37,hvcc,hvccc,hvs09,hvs10,hvs11,hvs16,hvs20,hvs48,hvs49,hvs54,hvs55,hvs57,hv19,hvs52,hv27,hvs59,hv60,hv61,hvs60,hvs61,hv38,hv39,hvs21,hvs23,hv21,hv24,hvs53,hvs56
2026-09-23 06:59:44,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,20260923065515,02-3010-3114,Y,Y,1,,3,1,2,0,3,3,Y,,Y,Y,Y,Y,Y,Y,12,Y,187,Y,1,Y,Y,22,3,Y,36,11,1,22,2,61,12,4,4,8,8,21,15,17,190,33,49,30,14,5,,1,2104,1,,Y,Y,A1100009,24,,2,7,19,12,,24,37,,47,28,,,1,,6,2,12,4,12,2,0,,,,3,1,0,2,1,26,2,13,12,6,2,1,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100011,가톨릭대학교여의도성모병원,20260923065510,02-1661-7575,,,,,,1,4,2,,0,Y,,Y,Y,Y,Y,Y,Y,10,Y,29,Y,,N1,Y,,13,N1,15,,1,4,2,,,,13,1,2,2,2,2,23,,,5,1,2,,,330,,,Y,N1,A1100011,25,,-2,2,1,,,10,8,,1,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100055,한림대학교강남성심병원,20260923065103,02-829-5114,Y,Y,,,3,3,2,1,1,,Y,,Y,Y,Y,Y,Y,Y,18,Y,161,Y,,Y,Y,0,14,N1,20,3,3,2,2,12,,3,14,,3,3,3,3,54,21,22,13,3,2,,,493,,,Y,Y,A1100055,26,,5,6,5,,,21,23,,7,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100054,성애의료재단성애병원,20260923065322,02-840-7114,Y,Y,,,,1,4,,,,Y,,Y,Y,Y,Y,Y,Y,13,N1,61,N1,4,Y,Y,4,5,N1,15,,1,4,,4,19,,5,,2,2,2,1,8,5,14,2,,,,,252,,,Y,Y,A1100054,27,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100004,순천향대학교부속서울병원,20260923065424,02-709-9114,Y,Y,,,4,1,2,0,3,2,Y,,Y,Y,Y,Y,Y,Y,13,Y,137,Y,4,Y,Y,-2,14,N1,20,4,1,2,2,13,43,3,14,4,7,3,3,4,51,8,17,14,5,3,,,597,,,Y,Y,A1100004,28,,,,0,8,,,,,10,21,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1121013,가톨릭대학교은평성모병원,20260923065510,02-1811-7755,Y,Y,,,7,2,2,,,1,Y,,Y,Y,Y,Y,Y,Y,19,Y,192,Y,,Y,Y,5,19,N1,24,8,2,2,,19,,,19,5,1,4,3,5,46,19,22,10,5,20,,,651,,,Y,Y,A1121013,29,,0,4,0,,,16,9,,4,,,,,,,1,12,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100006,강북삼성병원,20260923065534,02-2001-2001,Y,Y,,,2,1,2,,,2,Y,,Y,Y,Y,Y,Y,Y,12,Y,35,Y,6,Y,Y,1,16,N1,15,2,1,2,,14,24,,16,3,1,5,4,6,54,13,14,8,4,3,,,569,,,Y,Y,A1100006,30,,,0,2,7,,,4,,5,18,,,,,,,,2,12,,,,,,,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100052,국립중앙의료원,20260923065505,02-2260-7114,N,Y,,0,3,2,2,0,0,2,Y,,Y,Y,Y,Y,Y,Y,13,Y,0,Y,2,Y,Y,,7,N1,15,3,2,3,6,,13,0,7,7,1,1,1,2,56,1,3,5,5,2,,,202,,0,Y,N,A1100052,31,,,0,2,,2,,0,20,2,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,0,,,4,5,2,6,2,6,7,2,50,2,,,,
2026-09-23 06:59:44,서울특별시,A1100036,부민병원,20260923065534,1577-7582,,Y,,,,1,,,,0,Y,,Y,Y,Y,Y,Y,Y,10,Y,47,N1,1,Y,Y,,8,N1,10,,1,,,,14,,8,3,1,3,3,1,22,,1,2,1,,,,282,,,Y,N1,A1100036,32,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100051,혜민병원,20260923065533,02-2049-9000,,,,,,1,,,,,,,Y,,Y,N1,Y,Y,9,N1,32,N1,11,N1,Y,,5,N1,9,,1,,,,19,,5,,,2,2,,16,,,2,,,,,205,,,Y,N1,A1100051,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100026,구로성심병원,20260923065448,02-2067-1500,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,9,N1,47,N1,0,N1,Y,,3,N1,9,,,1,,,11,,3,,,1,1,,5,,,,,,,,191,,,Y,N1,A1100026,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100049,희명병원,20260923065339,02-804-0002,,,,,,,1,,,,,,Y,,Y,N1,Y,Y,8,Y,117,N1,1,N1,Y,,4,N1,10,,,1,,,19,,4,,,1,1,,9,,,1,1,,,,228,,,Y,N1,A1100049,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100027,한국원자력의학원원자력병원,20260923065147,02-970-2114,,Y,,,,1,1,,,1,Y,,Y,Y,Y,Y,Y,Y,9,N1,221,N1,6,Y,Y,,10,N1,9,,1,1,,,10,,10,1,1,4,2,1,16,,2,1,,,,,444,,,Y,N1,A1100027,36,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100022,서울특별시동부병원,20260923065520,02-920-9114,,Y,,,,1,1,,,,Y,,Y,,Y,N1,Y,Y,8,N1,30,N1,3,Y,Y,,3,N1,8,,1,1,,,8,,3,,1,1,1,,7,,1,1,,,,,195,,,Y,N1,A1100022,37,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100050,서울성심병원,20260923065406,02-966-1616,,,,,,1,2,,,,,,Y,,Y,N1,N1,Y,16,N1,87,N1,6,N1,Y,,6,N1,17,,1,2,,,10,,6,,,1,1,,11,,,,,,,,208,,,Y,N1,A1100050,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100025,의료법인동신의료재단동신병원,20260923065431,02-396-9161,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,7,N1,54,N1,1,N1,Y,,3,N1,9,,,1,,,9,,3,,,1,1,,7,,,,,,,,196,,,Y,N1,A1100025,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1122033,기쁨병원,20260923065527,02-570-1234,,,,,,,1,,,,,,Y,Y,Y,Y,N1,Y,2,N1,36,N1,,N1,Y,,8,N1,4,,,1,,,,,8,,,1,1,1,1,,,,,,,,110,,,Y,N1,A1122033,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100039,경찰병원,20260923065502,02-3400-1114,,,,,,1,,,,2,,,Y,,Y,N1,Y,Y,3,N1,133,N1,13,N1,Y,,7,N1,3,,1,,,,14,,7,2,,2,3,,10,,,2,,,,,187,,,Y,N1,A1100039,41,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100019,홍익병원,20260923065336,02-2693-5555,,,,,,,0,,,0,,,Y,Y,Y,Y,N,Y,6,N1,75,N1,4,N1,Y,,4,N1,9,,,1,,,14,,4,1,,4,2,2,7,,,1,,,,,251,,,Y,N1,A1100019,42,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100223,서울특별시서남병원,20260923065000,1566-6688,,,,0,,1,2,2,2,4,,,Y,,Y,N1,Y,Y,17,Y,56,Y,11,N1,Y,,4,N1,17,,1,2,2,,17,3,4,4,,2,1,,16,,,1,1,1,,,275,,0,Y,N1,A1100223,43,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100024,명지성모병원,20260923065709,02-1899-1475,,,,,,1,1,,,,,,Y,Y,Y,Y,N1,Y,8,N1,97,N1,2,N1,Y,,3,N1,8,,1,1,,,12,,3,,,1,3,2,7,,,,,,,,212,,,Y,N1,A1100024,44,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100037,대림성모병원,20260923065533,02-829-9000,,,,,,,2,,,,,,Y,,Y,N1,N1,Y,8,N1,26,N1,,N1,Y,,4,N1,8,,,2,,,,,4,,,1,2,,1,,,,,,,,114,,,Y,N1,A1100037,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100045,씨엠병원,20260923064500,02-2678-0001,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,9,N1,30,N1,,N1,Y,,5,N1,9,,,1,,,,,5,,,2,2,,6,,,,,,,,110,,,Y,N1,A1100045,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100023,의료법인청구성심병원,20260923065437,02-350-3300,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,8,N1,27,N1,2,N1,Y,,3,N1,10,,,1,,,6,,3,,,1,1,,4,,,,,,,,196,,,Y,N1,A1100023,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100029,서울적십자병원,20260923065419,02-2002-8000,,,,,,1,,,,,,,Y,,Y,N1,Y,Y,10,N1,98,N1,6,N1,Y,,6,N1,10,,1,,,,12,,6,,,1,1,,11,,,2,,,,,260,,,Y,N1,A1100029,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100032,세란병원,20260923065247,02-737-0181,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,10,N1,44,N1,,N1,Y,,13,N1,10,,,1,,,,,13,,,3,5,,3,,,,,,,,205,,,Y,N1,A1100032,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100075,의료법인풍산의료재단동부제일병원,20260923065048,02-437-5011,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,7,N1,43,N1,,N1,N,,2,N1,7,,,1,,,,,2,,,1,1,,3,,,,,,,,124,,,Y,N1,A1100075,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 06:59:44,서울특별시,A1100044,녹색병원,20260923051505,02-490-2000,,,,,,1,4,,,0,N,,Y,,Y,N1,Y,Y,3,N1,99,N1,3,N1,Y,,3,N1,5,,1,4,,,17,,3,3,1,2,1,,22,,,1,,,,,293,,,Y,N1,A1100044,51,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100043,강동경희대학교병원,20260923072517,02-440-7114,Y,Y,1,2,3,2,1,2,2,0,Y,N,Y,Y,Y,Y,Y,Y,10,Y,138,Y,3,Y,Y,6,17,N,15,3,2,3,19,17,27,30,17,1,8,2,2,3,32,9,13,4,1,1,0,0,625,3,2,Y,Y,A1100043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100014,고려대학교의과대학부속구로병원,20260923072108,02-2626-1114,Y,Y,,,2,,,1,4,3,Y,,Y,Y,Y,Y,Y,Y,20,Y,33,Y,11,Y,Y,-1,24,N1,29,3,,,20,23,35,30,24,4,2,6,6,4,98,11,35,15,10,3,,,778,,,Y,Y,A1100014,2,5,0,1,0,5,1,20,4,6,10,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100013,한양대학교병원,20260923072259,02-2290-8114,Y,Y,0,,3,,,2,2,0,Y,,Y,Y,Y,Y,Y,Y,15,Y,142,Y,0,Y,Y,-2,16,Y,20,3,,,22,14,0,30,16,2,1,3,2,3,69,10,23,13,6,3,,1,670,2,,Y,Y,A1100013,3,4,3,,1,1,,12,,,2,16,4,3,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260923072308,1577-0083,Y,Y,1,,4,,,1,8,0,Y,,Y,Y,Y,Y,Y,Y,22,Y,117,Y,,Y,Y,-4,25,Y,30,4,,,15,17,,31,25,3,4,7,6,8,84,14,20,11,8,7,,1,777,6,,Y,Y,A1100008,4,1,3,5,2,3,,16,19,,6,10,2,7,,7,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100005,이화여자대학교의과대학부속목동병원,20260923072045,02-2650-5114,Y,Y,1,,8,2,4,6,5,4,Y,,Y,Y,Y,Y,Y,Y,14,Y,30,Y,,Y,Y,12,5,Y,19,8,2,4,19,28,,32,13,9,2,4,4,4,58,10,34,9,3,5,,1,526,1,,Y,Y,A1100005,5,,0,7,0,2,,10,13,,4,10,,,0,,1,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100017,서울대학교병원,20260923072439,02-1588-5700,Y,Y,0,,10,2,2,4,15,4,Y,Y,Y,Y,Y,Y,Y,Y,-4,Y,115,Y,,Y,Y,6,53,N1,24,10,2,4,17,40,,30,53,7,4,13,13,14,160,19,46,22,9,3,1,,1365,2,,Y,Y,A1100017,6,,1,8,8,7,,10,18,,28,41,,,0,,1,2,6,0,5,1,1,0,0,0,7,2,6,2,7,22,2,10,10,6,1,1,0,0,8,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100035,서울특별시서울의료원,20260923072500,02-2276-7000,Y,Y,0,,3,2,2,3,12,2,Y,Y,Y,Y,Y,Y,Y,Y,17,Y,148,Y,2,Y,Y,1,10,Y,19,3,2,3,14,3,5,28,10,3,4,5,3,5,65,5,12,7,2,4,1,2,461,2,,Y,Y,A1100035,7,,2,,,14,,7,,,,30,,,2,,4,,,0,6,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100015,연세대학교의과대학강남세브란스병원,20260923072505,02-2019-3114,Y,Y,,,2,0,2,,,5,Y,,Y,Y,Y,Y,Y,Y,14,Y,131,Y,10,Y,Y,0,0,N1,21,2,1,2,,28,29,,23,5,1,4,3,6,47,10,23,6,3,5,,,691,,,Y,Y,A1100015,8,,,,,,,,,,,,,,,,,3,8,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100010,삼성서울병원,20260923072240,02-3410-2114,Y,Y,,,3,2,2,,,0,Y,,Y,Y,Y,Y,Y,Y,-24,Y,110,Y,,Y,Y,3,46,N1,52,4,2,2,,59,,,46,8,6,19,16,15,117,22,43,21,11,2,,,1528,,,Y,Y,A1100010,9,,9,13,,6,,28,23,,,27,,,,,,1,12,0,12,,,,,,6,,,,15,14,,,36,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100028,성심의료재단강동성심병원,20260923072054,02-2224-2114,Y,Y,,,,1,5,,,0,Y,,Y,Y,Y,Y,Y,Y,14,Y,148,Y,-1,Y,Y,1,13,N1,15,,1,6,,3,19,,13,2,1,4,2,5,35,3,3,8,3,1,,,566,,,Y,Y,A1100028,10,,1,,1,,,18,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100053,한국보훈복지의료공단 중앙보훈병원,20260923072100,02-2225-1111,,,,,,1,2,2,0,2,N,,Y,Y,Y,Y,Y,Y,18,Y,232,N1,,N1,Y,,13,N1,22,,1,2,2,,,3,13,7,1,3,4,4,38,,,10,1,,,,820,,,Y,N1,A1100053,11,,4,6,1,35,,14,14,,1,60,,,,,,2,10,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1120796,이화여자대학교의과대학부속서울병원,20260923072054,1522-7000,Y,Y,,,8,2,5,,,0,Y,,Y,Y,Y,Y,Y,Y,5,Y,118,Y,0,Y,Y,5,10,N1,14,9,2,6,,24,11,,19,4,2,5,5,8,71,9,22,12,4,5,,,736,,,Y,Y,A1120796,12,,0,6,1,,,10,17,,7,,,,,,,4,11,4,17,,,,,,,,,,3,,,,19,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260923072511,02-1877-8875,,,,,,1,2,,,0,,,Y,Y,Y,Y,Y,Y,8,Y,7,Y,5,N1,Y,,7,N1,18,,1,2,,,27,,7,3,,2,3,3,23,,,5,1,1,,,293,,,Y,N1,A1100041,13,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100002,건국대학교병원,20260923072306,1588-1533,Y,Y,,,3,1,2,,,3,Y,,Y,Y,Y,Y,Y,Y,14,Y,119,Y,,Y,Y,-1,21,N1,20,4,1,2,,16,,,21,3,2,4,4,5,45,7,18,7,3,14,,,678,,,Y,Y,A1100002,14,,7,9,1,7,,24,25,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100016,인제대학교상계백병원,20260923072453,02-950-1114,Y,Y,,,,1,2,,,0,Y,,Y,Y,Y,Y,Y,Y,10,Y,48,Y,,Y,Y,0,13,N1,16,,1,2,,15,,,13,2,2,3,2,3,36,10,25,10,3,1,,,390,,,Y,Y,A1100016,15,,0,0,1,4,,19,18,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100048,노원을지대학교병원,20260923072102,02-970-8000,Y,Y,,,,1,4,,,0,Y,,Y,Y,Y,Y,Y,Y,15,Y,207,N1,,Y,Y,1,11,N1,17,,1,4,,10,,,11,1,3,2,2,2,26,8,19,3,1,,,,479,,,Y,Y,A1100048,16,,2,5,1,5,,16,16,,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100020,의료법인한전의료재단 한일병원,20260923072503,02-901-3114,N,N,,,2,2,2,1,2,2,,Y,Y,Y,Y,Y,Y,Y,17,N1,70,Y,6,N,Y,,8,Y,21,2,2,2,2,,21,3,8,5,,2,1,2,25,1,4,2,,4,2,2,389,,,Y,N,A1100020,17,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100001,경희대학교병원,20260923072440,02-958-8114,Y,Y,,,3,2,2,,,8,Y,,Y,Y,Y,Y,Y,Y,12,Y,158,Y,32,Y,Y,0,16,N1,15,3,2,3,,18,73,,16,10,3,3,3,5,48,6,12,8,3,2,,,653,,,Y,Y,A1100001,18,,,,,6,,,,,,20,,,,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100021,삼육서울병원,20260923072300,02-2244-0191,,N,,,,1,2,2,1,3,Y,,Y,Y,Y,Y,Y,Y,12,Y,101,Y,4,N,Y,4,5,Y,13,,1,2,2,4,15,3,5,4,2,1,1,2,20,,4,5,2,1,,1,389,,,Y,N1,A1100021,19,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100040,서울특별시보라매병원,20260923072500,02-870-2114,Y,Y,,,3,2,0,,,3,Y,,Y,Y,Y,Y,Y,Y,24,Y,177,Y,,Y,Y,0,14,N1,31,3,2,1,,14,,,14,3,4,6,3,5,48,14,13,5,9,2,,,695,,,Y,Y,A1100040,20,,3,11,1,1,,15,16,,4,14,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100003,중앙대학교병원,20260923072508,1800-1114,Y,Y,1,,4,2,3,3,,0,Y,,Y,Y,Y,Y,Y,Y,11,Y,149,Y,,Y,Y,0,16,N1,22,4,2,3,12,25,,,16,2,2,4,3,4,51,9,21,13,6,12,,,629,1,,Y,Y,A1100003,21,0,4,0,2,2,,12,17,,11,2,0,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100007,연세대학교의과대학세브란스병원,20260923072432,02-2228-0114,Y,Y,,,7,1,3,,,7,Y,Y,Y,Y,Y,Y,Y,Y,10,Y,305,Y,3,Y,Y,14,1,N1,39,8,1,3,,52,18,,1,30,8,16,16,17,206,55,61,21,16,21,1,,1872,,,Y,Y,A1100007,22,,17,5,1,2,,29,24,,5,20,,,,,,6,23,3,29,1,1,,,,1,0,2,3,4,22,2,10,17,6,1,1,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,20260923072510,0215881511,Y,Y,,,2,,,2,2,2,Y,,Y,Y,Y,Y,Y,Y,-7,Y,112,Y,1,Y,Y,7,32,N1,28,7,,,2,50,5,6,32,10,2,9,10,8,80,40,39,11,9,4,,,1053,,,Y,Y,A1100012,23,0,6,16,12,14,,22,20,,18,35,1,3,,5,,5,10,1,19,1,0,,,,1,1,0,,3,3,2,,8,6,1,1,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,20260923072515,02-3010-3114,Y,Y,1,,8,1,3,0,3,3,Y,,Y,Y,Y,Y,Y,Y,12,Y,186,Y,1,Y,Y,22,-21,Y,36,11,1,22,2,61,12,4,4,8,8,21,15,17,190,33,49,30,14,5,,1,2104,1,,Y,Y,A1100009,24,,2,7,19,12,,24,37,,47,28,,,1,,6,2,12,4,12,2,0,,,,3,1,0,2,1,26,2,13,12,6,2,1,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100011,가톨릭대학교여의도성모병원,20260923072510,02-1661-7575,,,,,,1,4,2,,0,Y,,Y,Y,Y,Y,Y,Y,9,Y,27,Y,,N1,Y,,13,N1,15,,1,4,2,,,,13,1,2,2,2,2,23,,,5,1,2,,,330,,,Y,N1,A1100011,25,,-2,2,1,,,10,8,,1,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100055,한림대학교강남성심병원,20260923072103,02-829-5114,Y,Y,,,3,3,2,1,1,,Y,,Y,Y,Y,Y,Y,Y,19,Y,160,Y,,Y,Y,0,14,N1,20,3,3,2,2,12,,3,14,,3,3,3,3,54,21,22,13,3,2,,,493,,,Y,Y,A1100055,26,,5,6,5,,,21,23,,7,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100054,성애의료재단성애병원,20260923072322,02-840-7114,Y,Y,,,,1,4,,,,Y,,Y,Y,Y,Y,Y,Y,14,N1,61,N1,4,Y,Y,4,5,N1,15,,1,4,,4,19,,5,,2,2,2,1,8,5,14,2,,,,,252,,,Y,Y,A1100054,27,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100004,순천향대학교부속서울병원,20260923072425,02-709-9114,Y,Y,,,4,1,2,0,3,2,Y,,Y,Y,Y,Y,Y,Y,11,Y,137,Y,4,Y,Y,-2,12,N1,20,4,1,2,2,13,43,3,14,4,7,3,3,4,51,8,17,14,5,3,,,597,,,Y,Y,A1100004,28,,,,0,8,,,,,10,21,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1121013,가톨릭대학교은평성모병원,20260923072509,02-1811-7755,Y,Y,,,7,2,2,,,1,Y,,Y,Y,Y,Y,Y,Y,19,Y,190,Y,,Y,Y,5,19,N1,24,8,2,2,,19,,,19,5,1,4,3,5,46,19,22,10,5,20,,,651,,,Y,Y,A1121013,29,,0,4,0,,,16,9,,4,,,,,,,1,12,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23 07:29:45,서울특별시,A1100006,강북삼성병원,20260923072533,02-2001-2001,Y,Y,,,2,1,2,,,2,Y,,Y,Y,Y,Y,Y,Y,13,Y,35,Y,6,Y,Y,1,16,N1,15,2,1,2,,14,24,,16,3,1,5,4,6,54,13,14,8,4,3,,,569,,,Y,Y,A1100006,30,,,0,2,7,,,4,,5,18,,,,,,,,2,12,,,,,,,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,
